phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
hypothesis,hypothesis,NOUN,1,7,4,0.036196,False,rejected,-2.788671214570826e-05,
ability,ability,NOUN,1,7,4,0.036196,False,rejected,-2.788671214570826e-05,
adaptive,adaptive,NOUN,1,7,4,0.036196,False,rejected,-2.788671214570826e-05,
sender,sender,NOUN,1,7,4,0.036196,False,rejected,-2.788671214570826e-05,
provider,provider,NOUN,1,7,4,0.036196,False,rejected,-2.788671214570826e-05,
markov decision,markov decision,NOUN+NOUN,2,5,5,0.0352,False,rejected,-2.788671214570826e-05,
web sites,web site,NOUN+NOUN,2,7,3,0.0352,False,rejected,-2.788671214570826e-05,
pure strategy,pure strategy,ADJ+NOUN,2,7,3,0.025836,False,rejected,-2.788671214570826e-05,
commitment,commitment,NOUN,1,8,3,0.036196,False,rejected,-2.788671214570826e-05,
congestion,congestion,NOUN,1,8,3,0.036196,False,rejected,-2.788671214570826e-05,
authority,authority,NOUN,1,8,3,0.036196,False,rejected,-2.788671214570826e-05,
spam,spam,NOUN,1,8,3,0.036196,False,rejected,-2.788671214570826e-05,
cooperation,cooperation,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
vector,vector,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
interpretation,interpretation,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
video,video,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
keywords,keyword,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
hierarchies,hierarchy,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
integration,integration,NOUN,1,6,4,0.036196,False,rejected,-2.788671214570826e-05,
average precision,average precision,ADJ+NOUN,2,5,4,0.025836,False,rejected,-2.788671214570826e-05,
magnitude,magnitude,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
evolution,evolution,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
tools,tool,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
capabilities,capability,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
respect,respect,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
reports,report,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
resolution,resolution,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
people,people,NOUN,1,5,5,0.036196,False,rejected,-2.788671214570826e-05,
reputation,reputation,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
path,path,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
flow,flow,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
indexing,indexing,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
traders,trader,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
advertising,advertising,NOUN,1,7,3,0.036196,False,rejected,-2.788671214570826e-05,
receiver,receiver,NOUN,1,7,3,0.036196,False,rejected,-2.8403799335899316e-05,
pomdps,pomdps,PROPN,1,6,3,0.115672,False,rejected,-2.891979123185312e-05,
difference,difference,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
metrics,metric,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
generation,generation,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
activities,activity,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
recall,recall,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
choice,choice,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
motes,mote,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
security,security,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
deployment,deployment,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
robustness,robustness,NOUN,1,5,4,0.036196,False,rejected,-2.891979123185312e-05,
computer,computer,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
training,training,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
consumers,consumer,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
position,position,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
expansion,expansion,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
judgments,judgment,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
output,output,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
fusion,fusion,NOUN,1,6,3,0.036196,False,rejected,-2.891979123185312e-05,
building block,building block,NOUN+NOUN,2,5,3,0.0352,False,rejected,-2.891979123185312e-05,
relevant documents,relevant document,ADJ+NOUN,2,5,3,0.025836,False,rejected,-2.891979123185312e-05,
decision processes,decision process,NOUN+NOUN,2,4,4,0.0352,False,rejected,-2.891979123185312e-05,
test collection,test collection,NOUN+NOUN,2,4,4,0.0352,False,rejected,-2.891979123185312e-05,
small number,small number,ADJ+NOUN,2,4,4,0.025836,False,rejected,-2.891979123185312e-05,
mixed strategy,mixed strategy,ADJ+NOUN,2,6,2,0.025836,False,rejected,-2.891979123185312e-05,
matrix,matrix,NOUN,1,5,3,0.036196,False,rejected,-2.891979123185312e-05,
methodologies,methodology,NOUN,1,5,3,0.036196,False,rejected,-2.9434690417926013e-05,
abstractions,abstraction,NOUN,1,5,3,0.036196,False,rejected,-2.9434690417926013e-05,
software,software,NOUN,1,5,3,0.036196,False,rejected,-2.9434690417926013e-05,
block,block,NOUN,1,5,3,0.036196,False,rejected,-2.9434690417926013e-05,
balance,balance,NOUN,1,5,3,0.036196,False,rejected,-2.9948499471264822e-05,
dissemination,dissemination,NOUN,1,5,3,0.036196,False,rejected,-2.9948499471264822e-05,
monitoring,monitoring,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
consistency,consistency,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
estimation,estimation,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
family,family,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
view,view,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
budget,budget,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
classifiers,classifier,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
industry,industry,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
assignment,assignment,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
requests,request,NOUN,1,5,3,0.036196,False,rejected,-3.0461220961890134e-05,
efforts,effort,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
propagation,propagation,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
tradeoffs,tradeoff,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
criteria,criterion,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
operations,operation,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
novel,novel,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
perspective,perspective,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
opportunities,opportunity,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
purposes,purpose,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
findings,finding,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
manner,manner,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
subject,subject,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
aspects,aspect,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
subset,subset,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
times,time,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
hand,hand,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
overhead,overhead,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
logs,log,NOUN,1,4,4,0.036196,False,rejected,-3.0461220961890134e-05,
equilibrium strategies,equilibrium strategy,NOUN+NOUN,2,4,3,0.0352,False,rejected,-3.0461220961890134e-05,
interaction mechanisms,interaction mechanism,NOUN+NOUN,2,4,3,0.0352,False,rejected,-3.0461220961890134e-05,
service provider,service provider,NOUN+NOUN,2,4,3,0.0352,False,rejected,-3.0461220961890134e-05,
game theory,game theory,NOUN+NOUN,2,4,3,0.0352,False,rejected,-3.0461220961890134e-05,
broad range,broad range,ADJ+NOUN,2,4,3,0.025836,False,rejected,-3.097285745257833e-05,
mobile ad,mobile ad,ADJ+NOUN,2,4,3,0.025836,False,rejected,-3.097285745257833e-05,
game playing,game playing,NOUN+NOUN,2,5,2,0.0352,False,rejected,-3.097285745257833e-05,
query terms,query term,NOUN+NOUN,2,5,2,0.0352,False,rejected,-3.097285745257833e-05,
test set,test set,NOUN+NOUN,2,5,2,0.0352,False,rejected,-3.097285745257833e-05,
organizational structure,organizational structure,ADJ+NOUN,2,5,2,0.025836,False,rejected,-3.097285745257833e-05,
event correlation,event correlation,NOUN+NOUN,2,7,1,0.0352,False,rejected,-3.097285745257833e-05,
optimum,optimum,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
targets,target,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
heuristics,heuristic,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
infrastructure,infrastructure,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
money,money,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
variant,variant,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
layer,layer,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
similarities,similarity,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
load,load,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
nash,nash,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
risks,risk,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
periods,period,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
designer,designer,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
baseline,baseline,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
welfare,welfare,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
forums,forum,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
mind,mind,NOUN,1,4,3,0.036196,False,rejected,-3.148341149904199e-05,
simple attributes,simple attribute,ADJ+NOUN,2,6,1,0.025836,False,rejected,-3.148341149904199e-05,
weak dominance,weak dominance,ADJ+NOUN,2,6,1,0.025836,False,rejected,-3.148341149904199e-05,
solution qualities,solution quality,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
programming language,programming language,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
query expansion,query expansion,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
resource management,resource management,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
price auction,price auction,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
link structure,link structure,NOUN+NOUN,2,4,2,0.0352,False,rejected,-3.148341149904199e-05,
competitive ratio,competitive ratio,ADJ+NOUN,2,4,2,0.025836,False,rejected,-3.148341149904199e-05,
specific knowledge,specific knowledge,ADJ+NOUN,2,4,2,0.025836,False,rejected,-3.148341149904199e-05,
solution concepts,solution concept,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
document retrieval,document retrieval,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
grid computing,grid computing,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
computing environment,computing environment,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
payment scheme,payment scheme,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
retrieval tasks,retrieval task,NOUN+NOUN,2,3,3,0.0352,False,rejected,-3.199288564982583e-05,
observable markov,observable markov,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
general framework,general framework,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
significant improvements,significant improvement,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
new class,new class,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
large number,large number,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
upper bound,upper bound,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
previous work,previous work,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
challenging task,challenging task,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
extensive simulations,extensive simulation,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
social welfare,social welfare,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
cumulative gain,cumulative gain,ADJ+NOUN,2,3,3,0.025836,False,rejected,-3.199288564982583e-05,
observable markov decision,observable markov decision,ADJ+NOUN+NOUN,3,3,3,0.024691,False,rejected,-3.199288564982583e-05,
ii,ii,PROPN,1,3,3,0.115672,False,rejected,-3.199288564982583e-05,
title extraction,title extraction,NOUN+NOUN,2,5,1,0.0352,False,rejected,-3.199288564982583e-05,
term mismatch,term mismatch,NOUN+NOUN,2,5,1,0.0352,False,rejected,-3.199288564982583e-05,
web services,web service,NOUN+NOUN,2,5,1,0.0352,False,rejected,-3.199288564982583e-05,
relevant events,relevant event,ADJ+NOUN,2,5,1,0.025836,False,rejected,-3.199288564982583e-05,
socratic game,socratic game,ADJ+NOUN,2,5,1,0.025836,False,rejected,-3.199288564982583e-05,
valuations,valuation,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
uncertainty,uncertainty,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
researchers,researcher,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
opponent,opponent,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
series,series,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
teams,team,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
platforms,platform,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
execution,execution,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
book,book,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
project,project,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
production,production,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
account,account,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
observations,observation,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
lessons,lesson,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
question,question,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
objectives,objective,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
prototype,prototype,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
datasets,dataset,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
reduction,reduction,NOUN,1,3,3,0.036196,False,rejected,-3.199288564982583e-05,
functionality,functionality,NOUN,1,3,3,0.036196,False,rejected,-3.2501282446445456e-05,
commerce,commerce,NOUN,1,3,3,0.036196,False,rejected,-3.2501282446445456e-05,
proximities,proximity,NOUN,1,3,3,0.036196,False,rejected,-3.2501282446445456e-05,
attention,attention,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
composition,composition,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
advertisement,advertisement,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
hardware,hardware,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
anchors,anchor,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
entities,entity,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
perception,perception,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
feasibility,feasibility,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
routing,routing,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
priority,priority,NOUN,1,3,3,0.036196,False,rejected,-3.300860442326248e-05,
alternatives,alternative,NOUN,1,3,3,0.036196,False,rejected,-3.351485410768573e-05,
years,year,NOUN,1,3,3,0.036196,False,rejected,-3.351485410768573e-05,
pairwise,pairwise,NOUN,1,3,3,0.036196,False,rejected,-3.351485410768573e-05,
ordering,ordering,NOUN,1,3,3,0.036196,False,rejected,-3.351485410768573e-05,
recognition,recognition,NOUN,1,3,3,0.036196,False,rejected,-3.351485410768573e-05,
value function,value function,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
machine learning,machine learning,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
preference elicitation,preference elicitation,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
strategy nash,strategy nash,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
search context,search context,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
objective function,objective function,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
allocation rule,allocation rule,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
localization accuracy,localization accuracy,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
micaz motes,micaz mote,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
bid auctions,bid auction,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
resource allocation,resource allocation,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
web communities,web community,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
text retrieval,text retrieval,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
relevance feedback,relevance feedback,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
spam filtering,spam filtering,NOUN+NOUN,2,3,2,0.0352,False,rejected,-3.351485410768573e-05,
automated negotiation,automated negotiation,ADJ+NOUN,2,3,2,0.025836,False,rejected,-3.351485410768573e-05,
truthful mechanism,truthful mechanism,ADJ+NOUN,2,3,2,0.025836,False,rejected,-3.351485410768573e-05,
basic building,basic building,ADJ+NOUN,2,3,2,0.025836,False,rejected,-3.351485410768573e-05,
optimal strategies,optimal strategy,ADJ+NOUN,2,3,2,0.025836,False,rejected,-3.351485410768573e-05,
expertise retrieval,expertise retrieval,PROPN+NOUN,2,4,1,0.1,False,rejected,-3.351485410768573e-05,
pure strategy nash,pure strategy nash,ADJ+NOUN+NOUN,3,3,2,0.024691,False,rejected,-3.351485410768573e-05,
basic building blocks,basic building block,ADJ+NOUN+NOUN,3,3,2,0.024691,False,rejected,-3.351485410768573e-05,
congestion games,congestion game,NOUN+NOUN,2,4,1,0.0352,False,rejected,-3.351485410768573e-05,
distance measures,distance measure,NOUN+NOUN,2,4,1,0.0352,False,rejected,-3.351485410768573e-05,
word transcripts,word transcript,NOUN+NOUN,2,4,1,0.0352,False,rejected,-3.351485410768573e-05,
general documents,general document,ADJ+NOUN,2,4,1,0.025836,False,rejected,-3.351485410768573e-05,
pure strategy nash equilibrium,pure strategy nash equilibrium,ADJ+NOUN+NOUN+NOUN,4,3,2,0.033333,False,rejected,-3.351485410768573e-05,
air traffic,air traffic,PROPN+NOUN,2,3,1,0.1,False,rejected,-3.351485410768573e-05,
